,ro,rup,rup_std,rup_cun,en,es,fr,split
1077,"de la o vreme, începu biet craiul să bată mătănii la icoană, și să-l roage pe dumnezeu, bunul:",și acăță măratlu di vășil'e si si încl'ină la dumnidză și s-lu părăcălsească:,și acăță măratlu di vășiľe si si încľină la dumnid̦ă și s-lu părăcălsească:,shi acãtsã mãratlu di vãshilje si si ãncljinã la dumnidzã shi s-lu pãrãcãlseascã:,"after a while, the poor little boy began to beat rosaries at the icon, and to pray to god, the good:","al cabo de un tiempo, el pobre chiquillo empezó a batir rosarios ante el icono y a rezar a dios, el bueno:","au bout d'un certain temps, le pauvre petit garçon se mit à battre des chapelets devant l'icône et à prier dieu, le bon:",train
1078,"- dă-mi, doamne, un suflet și mie și las' să fie și capră!","- dă-ñi, doamne și-a-ñia un suflit, și a s-hibă ș-capră!","- dă-ńi, doamne și-a-ńia un suflit, și a s-hibă ș-capră!","- dã-nji, doamne shi-a-njia un suflit, shi a s-hibã sh-caprã!","- give me, lord, a soul too and let it be a goat!","- dame, señor, un alma también ¡y que sea una cabra!","- donne-moi aussi une âme, seigneur, et que ce soit une chèvre !",train
1079,"s-a-ndurat dumnezeu, și i-a dat o fată, dar cu piele de capră.","dumnidză îl'i deade ună feată, ma cu chiale di capră.","dumnid̦ă îľi deade ună feată, ma cu chiale di capră.","dumnidzã ãlji deade unã featã, ma cu chiale di caprã.","god was merciful, and gave him a daughter, but with goatskin.","dios fue misericordioso y le dio una hija, pero con piel de cabra.","dieu fut miséricordieux et lui donna une fille, mais avec une peau de chèvre.",train
1080,"craiul a primit-o așa cum i-a venit. a primit-o cu inima deschisă, ba chiar îi tocmi o femeie, să vadă de dânsa, și-i era drag de ea, și se uita la ea ca la o fată adevărată. acum îi tremura sufletul pentru ...capra asta, mai mult decât pentru tot ce-i dăduse dumnezeu.","vășil'elu nu dzîse că nu u va! u-aștiptă cu inima dișcl'isă, îl'i băgă ună mul'iare s-u mutrească și-u vrea și-u mutrea ca nă feată. trimbura tră capră cama multu di tră tute lucrile țe-l'i avea dată dumnidză.","vășiľelu nu d̦îse că nu u va! u-aștiptă cu inima dișcľisă, îľi băgă ună muľiare s-u mutrească și-u vrea și-u mutrea ca nă feată. trimbura tră capră cama multu di tră tute lucrile țe-ľi avea dată dumnid̦ă.","vãshiljelu nu dzãse cã nu u va! u-ashtiptã cu inima dishcljisã, ãlji bãgã unã muljiare s-u mutreascã shi-u vrea shi-u mutrea ca nã featã. trimbura trã caprã cama multu di trã tute lucrile tse-lji avea datã dumnidzã.","the crane took it as it came. he received her with an open heart, he even haggled for a woman to see her, and he was fond of her, and looked at her as a real girl. now his soul trembled for ... this goat, more than for all that god had given him.","la grulla la tomó como vino. la recibió con el corazón abierto, incluso regateó para que una mujer la viera, y se encariñó con ella, y la miró como a una verdadera niña. ahora su alma temblaba por... esta cabra, más que por todo lo que dios le había dado.","la grue a pris les choses comme elles venaient. il l'accueillit à cœur ouvert, il marchanda même pour qu'une femme puisse la voir, il l'aimait bien et la considérait comme une vraie fille. maintenant, son âme tremblait pour ... cette chèvre, plus que pour tout ce que dieu lui avait donné.",train
1081,"numai că, fata nu era ea capră de tot... doar ziua, cât își ținea pe dânsa pielea de capră, părea așa. seara, când se dezbrăca, se făcea mai frumoasă decât zânele din povești, de o întrecea în mândrețe până și pe ileana cosânzeana!","ma aestă nu-și era capră. mași dzua, cît țînea chialea di capră pi nîsă, părea capră. seara, cîndu s-dizviștea, era mușata ca nă dzînă, ma mușată di fața-loclui!","ma aestă nu-și era capră. mași d̦ua, cît țînea chialea di capră pi nîsă, părea capră. seara, cîndu s-dizviștea, era mușata ca nă d̦înă, ma mușată di fața-loclui!","ma aestã nu-shi era caprã. mashi dzua, cãt tsãnea chialea di caprã pi nãsã, pãrea caprã. seara, cãndu s-dizvishtea, era mushata ca nã dzãnã, ma mushatã di fatsa-loclui!","only, the girl wasn't the goat... only during the day, when she was wearing her goatskin, she looked like that. in the evening, when she undressed, she was more beautiful than the fairies in the stories, so much so that even ileana cosânzeana was more beautiful!","sólo que la chica no era la cabra... sólo de día, cuando llevaba la piel de cabra, tenía ese aspecto. por la noche, cuando se desnudaba, era más hermosa que las hadas de los cuentos, ¡tanto que hasta ileana cosânzeana era más hermosa!","seulement, la fille n'était pas la chèvre... ce n'est que le jour, quand elle portait sa peau de chèvre, qu'elle ressemblait à cela. le soir, quand elle se déshabillait, elle était plus belle que les fées des contes, à tel point que même ileana cosânzeana était plus belle !",train
1082,"nu știu cum se făcu că-n basmul meu nu se-arată dar pe fata craiului o zări un tânăr frumos-nevoie mare; fata îl secă la inimă pe flăcău, și alta nu! nu mai mânca, nu mai bea, nu dormea că era necontenit cu gândul la dânsa.","cari-ști cum, că părămithlu a mel easte șcurtu -, u vidzu un gione aleptu și-l'i cădzu tu inimă. nu mîca, nu bea, nu durñia, fără s-nu hibă cu mintea la nîsă.","cari-ști cum, că părămithlu a mel easte șcurtu -, u vid̦u un gione aleptu și-ľi căd̦u tu inimă. nu mîca, nu bea, nu durńia, fără s-nu hibă cu mintea la nîsă.","cari-shti cum, cã pãrãmithlu a mel easte shcurtu -, u vidzu un gione aleptu shi-lji cãdzu tu inimã. nu mãca, nu bea, nu durnjia, fãrã s-nu hibã cu mintea la nãsã.","i don't know how it happened for in my fairy tale it is not shown but the daughter of the king saw a handsome young man in great need; the girl took the lad to heart, and no other! he would not eat, he would not drink, he would not sleep, for he was always thinking of her.","no sé cómo sucedió -pues en mi cuento de hadas no se muestra-, pero la hija del rey vio a un apuesto joven muy necesitado; la muchacha se encariñó con el muchacho, ¡y con ningún otro! no comía, no bebía, no dormía, porque siempre estaba pensando en ella.","je ne sais pas comment cela s'est passé car mon conte ne le montre pas mais la fille du roi a vu un beau jeune homme dans le besoin; la jeune fille a pris ce garçon à cœur, et aucun autre ! il ne mangeait pas, ne buvait pas, ne dormait pas, car il pensait toujours à elle.",train
1083,"când îi veni sorocul să se însoare, fiului de împărat că asta era tânărul începură a-i aduce în față fete de crai, de împărați, de măriți domni, frumoase de picau, și cu toate darurile lumii; în van însă, flăcăul nici nu se uita la ele.","cara-l'i viñe oară tră însurare a hiilui di amiră că hil'iu di-amiră își era aleptul gione -, acățară so-l'i aducă feate di vășil'iadz, di amiradz, di domñi mări, mușeate, cu tute hărle; ma hiilu di-amiră dzîțea că vîră nu l'i-u l'ia ocl'iul.","cara-ľi vińe oară tră însurare a hiilui di amiră că hiľiu di-amiră își era aleptul gione -, acățară so-ľi aducă feate di vășiľiad̦, di amirad̦, di domńi mări, mușeate, cu tute hărle; ma hiilu di-amiră d̦îțea că vîră nu ľi-u ľia ocľiul.","cara-lji vinje oarã trã ãnsurare a hiilui di amirã cã hiljiu di-amirã ãshi era aleptul gione -, acãtsarã so-lji aducã feate di vãshiljiadz, di amiradz, di domnji mãri, musheate, cu tute hãrle; ma hiilu di-amirã dzãtsea cã vãrã nu lji-u ljia ocljiul.","when it was his turn to marry, the son of an emperor for that was the young man began to be presented with the daughters of kings, emperors, and great lords beautiful as they were, and with all the gifts of the world; but in vain the lad would not even look at them.","cuando le llegó el turno de casarse, al hijo de un emperador -pues ése era el joven- empezaron a presentarle hijas de reyes, emperadores y grandes señores, hermosas como eran y con todos los dones del mundo; pero en vano el muchacho ni siquiera las miraba.","lorsque vint son tour de se marier, le fils d'un empereur car tel était le jeune homme se vit présenter des filles de rois, d'empereurs et de grands seigneurs, belles comme elles l'étaient et dotées de tous les dons du monde, mais en vain, le jeune homme ne les regardait pas.",train
1084,"după ce se perindară așa, cine știe câte fete de gospodari de frunte, cine știe câte frumuseți rare de tot, și pe toate le trimise la plimbare, băiatul fu luat la rost de tătâne-su:","cari tricură și s-urdinară cari-ști cîte feate di nicuchiri, cari-ști cîte mușate, și-a tutlor lă deade cu ciorlu, îl'i dzîțe tată-su:","cari tricură și s-urdinară cari-ști cîte feate di nicuchiri, cari-ști cîte mușate, și-a tutlor lă deade cu ciorlu, îľi d̦îțe tată-su:","cari tricurã shi s-urdinarã cari-shti cãte feate di nicuchiri, cari-shti cãte mushate, shi-a tutlor lã deade cu ciorlu, ãlji dzãtse tatã-su:","after he had gone around like this, who knows how many leading housewives' daughters, who knows how many rare beauties, and sent them all away, the boy was picked up by his aunt:","después de haber recorrido así quién sabe cuántas hijas de amas de casa importantes, quién sabe cuántas bellezas raras, y haberlas despachado a todas, el chico fue recogido por su tía:","après avoir fait le tour de je ne sais combien de filles de grandes ménagères, de je ne sais combien de beautés rares, et les avoir toutes renvoyées, le garçon fut recueilli par sa tante:",train
1085,"- da' ce-ai de gând, fiule? atâta mândrețe de fete să nu-ți placă niciuna? mare minune! astea sunt, de unde altele? închide ochii și fă bine de-ți alege una, că n-o să punem să ți-o facă niscai meșteri, la fabrică.","- ma, țe-i aestă di tine, hil'iu! ahîte feate, ună nu te-arăseaște? țe soe? aeste sunt featile, încl'ide ocl'il'i și-aleadze ună, că nu va u dimîndăm la fabrică tră tine.","- ma, țe-i aestă di tine, hiľiu! ahîte feate, ună nu te-arăseaște? țe soe? aeste sunt featile, încľide ocľiľi și-alead̦e ună, că nu va u dimîndăm la fabrică tră tine.","- ma, tse-i aestã di tine, hiljiu! ahãte feate, unã nu te-arãseashte? tse soe? aeste sunt featile, ãncljide ocljilji shi-aleadze unã, cã nu va u dimãndãm la fabricã trã tine.","- what are you up to, son? all that pride in girls not liking any of them? great wonder! that's it, where else? close your eyes and choose one, or we'll have some craftsmen at the factory.","- ¿qué estás tramando, hijo? ¿tanto orgullo por las chicas y no te gusta ninguna? ¡gran maravilla! eso es, ¿dónde más? cierra los ojos y elegir uno, o vamos a tener algunos artesanos en la fábrica.","- qu'est-ce que tu fais, fiston ? toute cette fierté pour les filles, et tu n'en aimes aucune ? quelle merveille ! c'est ça, où d'autre ? ferme les yeux et choisis-en une, ou nous aurons des artisans à l'usine.",train
1086,"- tată, zise băiatul, fata-i aleasă, dar mă tem să nu te-mpotrivești să ți-o faci noră.","- tată, gri ficiorlu, feata-i aleaptă, ma ñi-easte s-nu frîndzi coaste și nu vai vrei si-u-adari.","- tată, gri ficiorlu, feata-i aleaptă, ma ńi-easte s-nu frînd̦i coaste și nu vai vrei si-u-adari.","- tatã, gri ficiorlu, feata-i aleaptã, ma nji-easte s-nu frãndzi coaste shi nu vai vrei si-u-adari.","- father, said the boy, the girl is chosen, but i'm afraid you won't mind making her your daughter-in-law.","- padre -dijo el muchacho-, la chica ha sido elegida, pero me temo que no te importará hacerla tu nuera.","- père, dit le garçon, la fille est choisie, mais je crains que vous ne soyez pas opposé à ce qu'elle devienne votre belle-fille.",train
1087,"- poți să alegi și o purcică, dragul meu, tu ai să trăiești cu ea! ca părinte, aș vrea să te văd fericit, de-aia cat a-ți deschide ochii. fă însă cum te taie capul.","- și-ună poarcă, hil'iu, se-aledzi, tine vai bănedz cu nîsă, nu io! ca tată, voi s-ti ved prucupsit și voi s-ță dișcl'id ocl'il'i; ma fă cum ti tal'ie caplu.","- și-ună poarcă, hiľiu, se-aled̦i, tine vai băned̦ cu nîsă, nu io! ca tată, voi s-ti ved prucupsit și voi s-ță dișcľid ocľiľi; ma fă cum ti taľie caplu.","- shi-unã poarcã, hiljiu, se-aledzi, tine vai bãnedz cu nãsã, nu io! ca tatã, voi s-ti ved prucupsit shi voi s-tsã dishcljid ocljilji; ma fã cum ti taljie caplu.","- you can choose a piglet, my dear, you'll live with it! as a parent, i'd like to see you happy, that's why i opened your eyes. but do as you please.","- puedes elegir un cerdito, querida, ¡vivirás con él! como padre, me gustaría verte feliz, por eso te he abierto los ojos. pero haz lo que quieras.","- tu peux choisir un porcelet, ma chérie, tu vivras avec ! en tant que parent, j'aimerais te voir heureux, c'est pourquoi je t'ai ouvert les yeux. mais fais ce que tu veux.",train
1088,"la vorbele acestea, flăcăul a cam dat din colț în colț, și i-a zis cu voce spășită:",atumțea acăță s-da numirli hiilu și dzîse ca cu giumitate di boațe:,atumțea acăță s-da numirli hiilu și d̦îse ca cu giumitate di boațe:,atumtsea acãtsã s-da numirli hiilu shi dzãse ca cu giumitate di boatse:,"at these words, the lad sort of turned from corner to corner, and said in a washed voice:","al oír estas palabras, el muchacho se giró de una esquina a otra y dijo con voz lavada","a ces mots, le garçon se tourna d'un coin à l'autre et dit d'une voix lavée:",train
1089,"- tată, toată dragostea mea, toate gândurile mele i le-am dăruit caprei craiului!","- tată, vrearea mea, tut sivdălu a mel lu-arcai pri capra al vășil'e!","- tată, vrearea mea, tut sivdălu a mel lu-arcai pri capra al vășiľe!","- tatã, vrearea mea, tut sivdãlu a mel lu-arcai pri capra al vãshilje!","- father, all my love, all my thoughts i have given to the goat of the lion!","- padre, todo mi amor, todos mis pensamientos se los he dado a la cabra del león.","- père, j'ai donné tout mon amour, toutes mes pensées à la chèvre du lion !",train
1090,"- copil nenorocit ce ești! dintre-atâtea fete ca icoanele, ca stelele de pe cer capra ți-ai găsit să-ți cadă dragă? ori vrei să-mi înnegrești sufletul și să-mi furi toate bucuriile vieții? ai de gând să mă-ngropi cu zile? ce-ai amuțit așa?","- mărat hil'iu! di ahînte feate ca icoane, di ahînte mușate ca steale, capra te-aflași s-vrei? ma vrei s-ñi lăești inima, s-nu-ñi arîdă budza și-a-ñia? ț-u băgași s-mi îngrochi cu dzîle? ia grea?","- mărat hiľiu! di ahînte feate ca icoane, di ahînte mușate ca steale, capra te-aflași s-vrei? ma vrei s-ńi lăești inima, s-nu-ńi arîdă bud̦a și-a-ńia? ț-u băgași s-mi îngrochi cu d̦île? ia grea?","- mãrat hiljiu! di ahãnte feate ca icoane, di ahãnte mushate ca steale, capra te-aflashi s-vrei? ma vrei s-nji lãeshti inima, s-nu-nji arãdã budza shi-a-njia? ts-u bãgashi s-mi ãngrochi cu dzãle? ia grea?","- you wretched child among so many faces like icons, like stars in the sky have you found your goat to fall dear to you? or do you want to blacken my soul and rob me of all life's joys? are you going to bury me with days? why are you sulking like that?","- niño desdichado -entre tantos rostros como iconos, como estrellas en el cielo- ¿has encontrado tu cabra para caer querido? ¿o quieres ennegrecer mi alma y robarme todas las alegrías de la vida? ¿vas a enterrarme con los días? ¿por qué te enfurruñas así?","- enfant malheureux parmi tant de visages comme des icônes, comme des étoiles dans le ciel as-tu trouvé ton bouc pour t'attacher ? ou veux-tu noircir mon âme et me priver de toutes les joies de la vie ? vas-tu m'enterrer avec des jours ? pourquoi boudes-tu ainsi ?",train
